explaining_class,variable,pearson_corr,pearson_pvalue,spearman_corr,spearman_pvalue,mse,rmse,mae
0,intercept_conflict,-0.03168850969709115,0.7378543828869577,-0.038399559814061394,0.685017153806095,0.10302968750656467,0.3209823788100597,0.30874166212460014
0,local_pred_conflict,-0.031511776600842395,0.7392637806425892,0.0006508399968484983,0.9945165922690586,0.857260044311583,0.9258833859140053,0.907342010949213
0,score_conflict,-0.14918405677492966,0.11315405487514027,-0.15815411923418507,0.09283892198970942,0.38132629084913966,0.6175162271949942,0.6153929652960014
1,intercept_conflict,0.0780826114236841,0.4089356631656906,0.0774499596249713,0.4127538004109038,4.48237203133109,2.1171613144328636,2.105464889501643
1,local_pred_conflict,-0.06804724515190576,0.471911003018397,-0.0761482796312743,0.4206748418769243,0.19651099537783598,0.4432956072169405,0.33237685993759664
1,score_conflict,0.006637997078336528,0.9441187629636906,0.0370978798203644,0.6951567290708587,0.6146388723101791,0.783989076652334,0.7742284422408823
